FeatureType,irradiation,AC_POWER,module_temperature,humidity,tariff_per_kwh,subsidy_percent,installation_cost,maintenance_cost,annual_generation,degradation_rate,payback_period,roi
Residential,1.25,-1.65,16.0,20.99,1.74,-11.04,10887.78,2229.08,1707.9,-0.09,7.18,13.93
Residential,-0.11,0.28,3.43,-8.13,1.24,-1.04,-13012.74,500.57,-3619.42,-0.07,24.1,4.15
Residential,-0.85,-1.41,-7.2,-7.06,0.68,-1.04,-204508.03,374.55,-3928.7,-0.01,17.73,5.64
Residential,-0.17,-1.53,4.83,30.36,1.1,-1.04,-201389.15,-2236.74,-1741.19,0.15,7.21,13.87
Residential,0.44,3.46,-4.2,9.69,2.04,-1.04,83873.74,51.53,11412.61,0.08,3.41,29.31
Residential,-0.36,-4.02,-6.74,-29.64,-0.62,8.96,-399457.94,-1066.44,-5081.0,-0.09,13.4,7.46
Residential,0.95,1.32,0.9,-15.78,-2.3,8.96,439178.19,-965.01,6226.9,0.15,15.53,6.44
Residential,0.66,-1.99,0.79,10.16,1.82,8.96,-184999.35,-3869.83,-3627.64,0.13,11.33,8.83
Residential,-0.36,4.17,-0.73,11.49,0.48,-1.04,251047.43,3604.97,5259.81,0.13,8.74,11.44
Residential,1.03,4.9,14.1,14.8,0.17,-1.04,725659.57,4433.42,6589.59,0.14,13.62,7.34
Residential,0.72,0.82,15.84,19.59,0.47,8.96,461405.71,-3403.86,6361.42,0.11,9.51,10.51
Residential,-1.09,5.0,-13.64,-17.92,-1.96,-1.04,304228.38,3899.32,5978.65,-0.1,13.62,7.34
Residential,0.8,1.97,7.57,31.3,-2.59,8.96,550328.73,3774.7,6851.06,0.1,19.27,5.19
Residential,-0.04,-4.85,7.0,-29.48,2.34,8.96,-437802.29,-2607.8,-5434.69,-0.1,5.45,18.35
Residential,-1.16,0.8,-15.58,23.8,2.6,-1.04,79216.75,-2077.09,-2968.29,0.01,17.09,5.85
Residential,-0.45,-1.95,-14.39,-2.38,0.87,-1.04,-265088.47,-501.87,-3336.36,-0.15,9.62,10.4
Residential,1.07,-0.35,-5.31,-10.51,2.1,8.96,11143.12,861.7,1893.7,-0.05,6.58,15.2
Residential,1.23,0.18,8.75,27.32,-0.99,-11.04,76612.75,-902.21,7248.15,0.18,6.66,15.01
Residential,-0.79,-1.17,-1.51,-16.36,-1.91,8.96,-170276.88,-1608.1,-3634.91,-0.09,25.0,3.8
Residential,0.51,-4.36,11.65,16.36,2.63,-1.04,-360243.72,1506.57,-5189.48,-0.13,16.31,6.13
Residential,-1.0,-0.8,-18.05,-33.74,-1.34,-1.04,-185374.12,-54.37,-4040.4,-0.02,25.0,3.22
Residential,-0.78,-0.64,-3.73,-14.56,2.1,8.96,128002.39,1688.34,431.68,0.05,10.22,9.78
Residential,-1.09,-1.65,0.37,15.73,2.62,8.96,-206893.73,500.48,-3100.49,0.12,9.24,10.82
Residential,-0.68,4.16,-13.96,-8.93,1.91,-1.04,557585.07,-2559.3,3172.17,0.1,11.89,8.41
Residential,-0.07,-2.47,-7.06,31.64,-0.94,-1.04,-305779.81,-2328.19,-4699.43,-0.12,19.65,5.09
Residential,-0.13,-2.05,-6.5,32.0,-1.83,-11.04,-327206.75,-676.69,-3179.35,-0.01,10.71,9.34
Residential,-0.36,-0.56,-5.07,-3.05,2.04,8.96,-76800.83,1266.64,-2046.28,-0.07,11.11,9.0
Residential,-0.14,-3.86,4.7,25.62,1.78,8.96,-303183.55,-4133.98,-3383.34,0.09,6.02,16.62
Residential,0.7,-0.73,5.05,-31.3,-1.96,8.96,-141168.27,-1378.21,-2749.18,-0.15,20.88,4.79
Residential,0.66,4.05,5.16,20.41,-0.74,-11.04,511196.45,-3630.57,12120.52,-0.02,8.18,12.22
Residential,-0.3,5.0,-6.07,28.19,-0.9,-1.04,316646.67,1486.82,7676.16,-0.15,9.43,10.61
Residential,-0.04,-4.41,2.83,-19.26,0.63,8.96,-365277.99,421.79,-4606.47,0.15,10.98,9.11
Residential,-0.28,3.7,3.23,7.15,0.09,8.96,582022.77,4978.26,7686.84,-0.03,11.16,8.96
Residential,-0.61,0.75,-9.99,11.89,-2.59,-11.04,79182.24,-2370.05,-914.58,-0.14,24.1,4.15
Residential,-0.72,2.0,-10.76,13.1,-0.57,-1.04,-98574.7,1275.11,2995.3,-0.08,6.49,15.41
Residential,0.21,-3.76,5.55,6.86,-1.27,8.96,-200045.83,1733.77,-3908.71,0.05,25.0,3.09
Residential,0.43,-1.66,8.54,-5.71,-1.28,-1.04,-291920.03,-699.85,-2308.5,-0.15,8.67,11.53
Residential,0.53,-4.67,10.48,-4.08,0.37,-1.04,-454059.18,-1198.22,-5792.43,-0.1,25.0,2.92
Residential,0.51,2.38,2.46,13.14,-2.37,-11.04,-42501.47,-1615.17,-352.4,-0.0,16.37,6.11
Residential,0.15,-3.77,2.07,7.09,0.35,-1.04,-223749.12,-2342.44,-4393.28,0.16,18.59,5.38
Residential,0.22,-2.61,7.72,-28.13,-2.15,-11.04,-213915.47,-358.8,-3601.01,-0.08,25.0,3.75
Residential,0.79,2.0,9.17,-30.99,-1.86,-1.04,-57678.32,-151.12,573.94,-0.06,12.52,7.99
Residential,0.75,4.75,-2.82,-15.09,-0.88,-11.04,579824.52,2459.33,3709.43,-0.13,18.32,5.46
Residential,0.58,-2.77,-7.34,-29.44,-2.27,8.96,-268985.79,2309.57,-1375.87,0.1,11.29,8.86
Residential,-0.81,-0.1,-12.76,-32.62,-1.67,-11.04,-194028.82,-833.6,-1780.8,-0.08,12.64,7.91
Residential,-0.12,-2.9,-5.16,-16.55,1.77,8.96,-209969.23,2178.27,-1235.78,0.02,6.38,15.67
Residential,-0.24,3.9,-10.11,-29.05,-0.43,8.96,298316.1,1574.12,6330.91,0.11,9.49,10.54
Residential,-1.05,4.87,-15.87,-8.39,-0.21,8.96,963694.1,-217.32,7695.85,-0.0,15.08,6.63
Residential,-0.69,-3.0,6.23,26.23,-0.6,-11.04,-381652.32,2653.18,-3254.44,0.12,7.25,13.79
Residential,0.38,-1.92,2.17,17.6,-2.22,-11.04,-262113.66,-537.38,-3314.7,-0.08,18.83,5.31
Residential,-1.24,-3.43,-2.08,-32.78,-2.33,-11.04,-362735.05,-850.49,-4523.75,-0.05,22.42,4.46
Residential,0.03,-4.25,-3.23,-0.16,-0.28,-1.04,-388685.63,51.71,-5410.11,0.09,25.0,2.78
Residential,0.16,-2.22,-1.77,33.27,-0.42,8.96,-92418.91,2061.93,-2080.72,-0.14,16.47,6.07
Residential,-0.08,0.48,-9.58,-12.65,1.91,-1.04,47467.04,-2067.48,-1153.36,0.04,11.17,8.95
Residential,0.43,-3.06,14.35,-0.34,-2.56,-1.04,-205796.88,-3913.87,-1797.96,-0.07,12.9,7.75
Residential,-0.67,2.33,-8.64,9.11,0.14,-11.04,490791.89,859.69,4369.65,-0.09,12.9,7.75
Residential,-0.97,2.57,2.38,28.03,2.22,-1.04,-7906.93,726.4,-580.96,0.1,9.11,10.98
Residential,0.7,-4.54,12.84,-17.7,-0.61,-11.04,-453656.53,-2142.46,-5748.73,0.03,25.0,3.12
Residential,0.62,-0.92,3.08,23.63,-1.44,-1.04,78515.27,-2372.64,3134.97,-0.07,10.32,9.69
Residential,-0.15,1.21,3.6,-27.54,1.43,-1.04,78869.89,1792.63,346.84,0.07,10.38,9.63
Residential,0.56,-1.63,-2.17,21.36,-1.87,8.96,-248148.76,432.54,-2295.05,0.17,13.19,7.58
Residential,1.18,-0.09,13.58,22.2,0.69,-1.04,-18125.64,2713.44,-495.86,0.04,11.29,8.86
Residential,0.91,4.26,-7.04,-18.09,-1.8,8.96,633506.01,-18.45,8691.78,0.07,14.22,7.03
Residential,0.5,3.58,12.79,-14.07,-0.21,-1.04,271052.35,-1409.47,2759.95,-0.12,12.03,8.31
Residential,-1.11,-1.67,-15.36,9.05,1.94,-1.04,-97345.07,-4114.35,-2413.11,0.01,10.08,9.92
Residential,0.06,-0.89,1.46,-6.03,-0.06,-11.04,-116328.77,2069.26,-1496.02,0.11,12.25,8.16
Residential,0.58,-3.33,-2.56,33.95,-0.64,-1.04,-386051.22,-2176.25,-3627.13,-0.03,5.15,19.4
Residential,-0.6,-0.89,1.69,18.54,2.26,-1.04,108384.06,-4535.56,-73.31,-0.02,9.48,10.55
Residential,-0.6,-2.26,-10.28,15.57,-0.5,8.96,-78899.1,-2220.88,-27.45,0.15,9.58,10.44
Residential,-0.96,-1.18,-0.75,-16.21,-1.32,-1.04,-44424.08,-3707.88,-2195.38,0.19,17.83,5.61
Residential,0.76,1.88,4.56,8.26,-0.22,-1.04,-40626.64,-640.47,4577.23,-0.08,5.82,17.17
Residential,0.85,-2.48,5.15,-27.15,-1.5,8.96,-178758.91,-4295.25,-1990.44,-0.14,11.68,8.56
Residential,-0.48,-2.96,-13.63,33.69,0.4,-11.04,-288719.22,-2723.83,-3377.36,-0.0,8.35,11.97
Residential,-0.76,-2.11,-10.25,7.7,2.7,-1.04,-220731.61,-3134.79,-1749.48,0.12,5.41,18.48
Residential,0.59,1.62,11.68,17.22,-1.87,-1.04,100153.56,253.31,4309.1,-0.06,10.83,9.23
Residential,-0.85,4.18,3.5,-2.87,2.05,-11.04,94798.84,287.3,3825.53,-0.16,6.19,16.16
Residential,-0.4,-0.31,8.48,11.54,0.11,8.96,-165615.85,3025.23,-2523.67,0.16,14.39,6.95
Residential,-1.22,2.19,-9.27,-0.21,-0.58,-1.04,174376.45,-4161.99,-1341.39,-0.05,19.34,5.17
Residential,1.24,-4.48,19.22,-12.37,-0.05,-1.04,-354190.13,2193.06,-5403.02,-0.06,25.0,0.34
Residential,-0.17,4.45,6.82,3.16,-2.46,-1.04,363254.98,2208.56,6390.81,-0.17,15.41,6.49
Residential,-0.05,-2.17,-8.16,6.09,-0.75,-1.04,88670.1,2732.21,-591.03,0.15,18.35,5.45
Residential,-0.79,-4.62,7.08,22.68,-2.05,8.96,-369933.11,-1756.9,-5065.68,0.14,25.0,3.67
Residential,0.59,4.74,12.2,9.33,-0.65,-11.04,-123266.65,-160.02,1436.11,-0.1,7.29,13.72
Residential,-1.22,4.81,4.81,-17.97,-0.67,-1.04,896032.48,-2469.44,8116.42,-0.09,14.6,6.85
Residential,0.8,3.84,-6.46,-26.38,0.46,-1.04,588719.12,3956.31,7166.79,0.1,10.96,9.12
Residential,0.43,4.14,-9.85,-28.21,-0.91,-1.04,334129.81,4327.89,1291.17,0.12,20.2,4.95
Residential,1.07,-1.1,11.23,1.79,-1.6,-1.04,-164855.66,2105.36,-589.15,-0.11,11.74,8.52
Residential,1.21,3.69,13.67,6.36,1.52,8.96,746714.12,-2950.0,10024.81,-0.01,8.49,11.78
Residential,-0.68,2.67,-13.89,-21.48,-0.66,8.96,147837.28,-1684.69,-1691.39,-0.19,21.98,4.55
Residential,-0.96,4.16,2.51,25.54,2.23,8.96,106209.46,2093.65,1189.94,-0.13,8.7,11.49
Residential,1.24,2.99,3.26,-11.92,-0.48,8.96,718947.7,2618.65,6842.36,-0.0,14.39,6.95
Residential,-0.06,3.58,8.12,14.8,1.45,8.96,197242.01,-188.83,1343.3,0.08,10.48,9.54
Residential,0.95,-4.8,12.12,-3.52,2.27,-11.04,-430009.01,-4176.93,-5380.43,-0.05,6.99,14.3
Residential,0.95,2.83,10.02,-25.1,-1.16,8.96,216508.36,-886.07,9610.77,0.09,7.3,13.69
Residential,-0.83,3.35,-12.07,-25.39,1.49,8.96,-93425.23,1713.88,-2026.58,0.15,11.56,8.65
Residential,-1.02,-0.11,-15.48,-1.14,-0.98,8.96,151228.34,2770.4,2076.98,0.02,13.57,7.37
Residential,-0.48,0.12,-1.67,-20.21,-0.5,8.96,217797.02,2292.87,3448.93,-0.07,11.51,8.69
Residential,0.06,2.86,-0.02,-8.15,-1.97,-11.04,466525.98,588.56,2668.84,0.06,22.08,4.53
Residential,-1.0,-4.48,-12.85,13.06,1.17,-1.04,-329786.85,2058.43,-5670.42,0.06,25.0,0.0
Residential,-0.59,-2.36,-6.46,16.72,1.54,8.96,-35152.06,540.86,-1598.44,0.11,11.52,8.68
Residential,-0.07,3.32,6.74,-1.2,-2.43,-11.04,-142307.54,5417.11,3280.95,0.1,9.0,11.11
Residential,1.06,-2.8,9.93,30.45,2.49,-1.04,-153415.13,1120.39,-1984.6,0.19,8.26,12.1
Residential,1.05,-0.92,6.66,-18.39,1.69,-11.04,-99902.34,-1948.5,-619.22,0.09,7.42,13.48
Residential,-0.95,3.86,-17.33,-30.47,0.97,-1.04,182603.89,-820.37,-2018.94,0.14,19.96,5.01
Residential,-0.28,1.24,-4.62,27.65,-2.69,-1.04,59999.85,1440.11,2455.51,-0.1,15.62,6.4
Residential,-0.8,4.1,-12.58,-15.34,1.21,-1.04,508042.28,-606.68,3734.83,0.02,11.88,8.42
Residential,0.19,1.37,-8.47,-24.07,-1.75,-11.04,-69985.31,-3788.09,2325.35,0.13,8.49,11.78
Residential,-0.07,1.04,-3.84,-0.42,2.57,8.96,409835.59,3132.48,3209.78,0.13,10.03,9.97
Residential,1.22,-4.27,12.46,-7.91,-2.39,-1.04,-408965.61,-366.24,-5286.19,-0.15,25.0,0.83
Residential,0.74,0.81,3.66,18.61,-2.57,8.96,129239.82,4469.53,-45.6,0.02,25.0,3.36
Residential,0.06,2.95,-0.36,-31.07,-2.67,-11.04,207943.67,2066.61,-586.36,-0.06,25.0,2.86
Residential,0.73,-2.37,7.16,19.26,0.64,-11.04,-166385.13,-3810.37,-937.08,-0.11,7.07,14.14
Residential,-1.08,0.96,3.78,4.98,0.85,8.96,-30987.52,3463.55,-2076.41,-0.18,16.03,6.24
Residential,-1.05,-1.31,-6.2,-34.08,-1.93,-1.04,101255.79,2061.5,-1993.47,0.14,25.0,2.87
Residential,-0.27,-1.09,-10.71,27.8,-2.21,-1.04,-138622.15,-2098.2,-2954.42,-0.03,22.94,4.36
Residential,-1.02,-3.88,-7.57,17.91,-2.69,-1.04,-306767.56,2249.16,-5156.71,0.12,25.0,0.0
Residential,1.13,-4.63,6.07,-34.3,-0.18,8.96,-421268.93,1863.63,-5368.51,-0.19,25.0,1.6
Residential,-0.77,2.3,3.78,26.29,2.52,-11.04,16322.18,-425.73,-2025.04,0.16,12.32,8.12
Residential,0.28,-3.64,7.47,-24.27,2.34,-1.04,-344145.52,-4198.68,-4700.66,0.01,7.45,13.42
Residential,1.1,0.28,8.65,10.02,-2.29,8.96,-108084.3,3192.18,882.74,-0.04,12.92,7.74
Residential,0.13,0.13,12.13,16.67,-2.46,-11.04,126835.41,-1255.7,2312.34,0.14,15.7,6.37
Residential,-0.81,-3.75,-2.2,-30.01,0.45,-1.04,-291482.9,578.61,-4192.8,-0.16,14.71,6.8
Residential,-0.64,-1.07,-16.02,-7.15,2.07,-11.04,-191809.37,-3581.86,-3501.07,0.04,10.36,9.65
Residential,0.84,2.83,14.34,21.74,1.22,-1.04,525892.85,-169.34,13840.44,-0.02,5.93,16.87
Residential,1.11,-2.22,-3.63,31.21,0.65,-11.04,-201253.78,-2967.74,-2465.32,-0.15,8.97,11.15
Residential,-1.05,1.75,-10.89,17.96,-0.95,-11.04,-31755.63,1107.35,-2554.88,-0.0,23.81,4.2
Residential,-0.87,-1.02,1.34,6.94,1.5,-11.04,-193400.83,3835.77,-3974.02,-0.13,20.75,4.82
Residential,0.89,-1.83,14.11,13.14,1.59,-1.04,-231118.82,-1862.62,-2284.17,-0.19,6.93,14.44
Residential,-0.22,-2.48,-12.98,-4.5,-1.5,-11.04,-67926.84,-930.19,-280.11,-0.09,12.8,7.81
Residential,0.45,4.8,9.37,17.05,-0.37,-1.04,237762.09,-543.31,8728.99,-0.04,7.04,14.2
Residential,1.13,4.66,5.49,-10.52,-1.36,-1.04,-9456.37,-3141.72,2649.62,-0.13,8.87,11.27
Residential,1.02,0.63,-6.39,10.74,-1.01,-11.04,-28245.53,2463.67,2286.34,0.19,9.35,10.7
Residential,-0.71,-3.83,0.18,-4.94,1.61,8.96,-314023.69,-3839.93,-4182.63,0.08,7.93,12.61
Residential,0.19,-3.68,6.95,19.83,2.25,-11.04,-397496.19,1615.98,-5062.52,-0.08,12.5,8.0
Residential,0.34,4.28,-3.5,32.34,-1.2,8.96,176872.82,2915.22,3384.44,0.09,12.52,7.99
Residential,-0.03,0.07,0.7,-13.29,-0.5,-1.04,-98017.9,4840.82,2821.97,-0.12,7.0,14.29
Residential,1.04,-2.43,18.14,15.64,-0.2,-11.04,-176272.92,2016.28,-446.76,-0.19,8.23,12.15
Residential,-0.15,0.74,-1.93,-1.83,2.71,8.96,-54830.24,-2449.84,-1867.52,-0.18,9.43,10.61
Residential,0.64,4.1,10.36,24.36,1.36,-1.04,546653.41,-985.25,6937.75,-0.16,9.07,11.02
Residential,1.09,0.23,17.91,19.07,0.64,-1.04,67917.88,-323.74,56.35,-0.19,11.42,8.76
Residential,-0.84,-1.99,-14.66,14.03,-2.04,-1.04,-56740.21,1357.35,-1249.56,-0.1,20.12,4.97
Residential,-0.53,0.16,-4.51,5.09,-2.26,-1.04,10214.32,3405.32,914.77,-0.15,17.06,5.86
Residential,-0.67,-4.71,2.44,19.74,-0.44,8.96,-380891.92,-2964.77,-5561.41,0.01,21.79,4.59
Residential,0.36,-3.32,10.13,33.67,-2.49,-1.04,-307203.08,-725.87,-4559.21,0.19,25.0,2.66
Residential,0.77,0.83,10.88,27.24,0.58,8.96,-27321.64,-4033.55,-2056.15,0.05,13.07,7.65
Residential,1.11,-4.23,19.03,18.71,2.31,-11.04,-452110.49,427.56,-5373.03,-0.13,10.34,9.67
Residential,0.57,1.18,2.23,8.66,2.41,8.96,8426.9,32.96,2562.43,0.16,5.75,17.38
Residential,-0.07,-4.73,5.73,9.35,1.04,8.96,-425848.61,-228.33,-5373.46,-0.14,10.8,9.26
Residential,-0.96,1.57,-1.22,-32.52,-1.81,8.96,-17067.55,-1210.14,-1578.95,0.1,20.08,4.98
Residential,-0.34,-4.81,-1.36,-19.19,2.42,8.96,-429896.62,-2021.82,-5456.15,-0.06,6.41,15.59
Residential,0.77,0.84,-3.69,27.64,1.62,8.96,-112700.6,684.9,5607.36,-0.0,3.48,28.7
Residential,0.77,3.42,11.39,6.18,-1.06,8.96,126765.27,-3968.85,3708.45,0.14,9.62,10.4
Residential,1.0,0.31,9.87,-24.1,2.2,8.96,-1281.25,741.57,2875.26,-0.06,5.61,17.81
Residential,-0.11,1.75,-8.73,11.71,1.88,8.96,85880.39,2274.37,178.63,0.2,10.29,9.72
Residential,-1.16,-2.12,-9.72,-29.86,-1.41,-11.04,-277398.49,-2491.7,-4285.64,0.13,19.19,5.21
Residential,-0.09,1.06,8.95,-12.49,0.43,-11.04,231648.72,2946.5,1320.88,-0.12,13.46,7.43
Residential,0.83,0.28,2.63,29.68,1.95,-1.04,-33904.82,-664.72,2751.13,0.17,5.36,18.66
Residential,0.99,-1.82,9.66,-9.96,-1.79,-1.04,-158026.9,610.29,440.22,0.15,9.75,10.26
Residential,0.1,2.84,1.59,-7.37,1.5,-1.04,221857.66,-1407.22,6789.6,-0.19,6.11,16.36
Residential,-0.45,5.01,1.09,3.93,1.6,-11.04,476158.43,3198.8,3911.11,-0.0,11.24,8.9
Residential,0.22,-0.23,-5.97,29.28,1.89,-11.04,-19740.57,843.17,662.32,-0.11,7.5,13.33
Residential,-0.56,-0.27,-4.09,27.51,1.25,8.96,4723.88,-3337.03,-217.02,0.11,9.13,10.95
Residential,0.65,0.48,2.24,-12.85,1.89,-1.04,-55185.05,-1606.24,-536.5,0.17,8.06,12.41
Residential,-0.88,-1.58,-17.44,30.8,1.54,-1.04,113470.04,-3794.49,119.95,0.01,10.19,9.81
Residential,-0.48,-3.6,-5.35,-19.23,-0.06,-1.04,-227908.34,-4730.39,-3793.95,-0.0,12.67,7.89
Residential,-0.13,-2.48,-2.84,34.52,-2.73,-1.04,-170975.12,-66.63,-1899.56,-0.13,19.57,5.11
Residential,-0.23,-0.67,-2.68,-20.01,-2.52,-11.04,34802.18,-2450.04,-398.65,0.12,19.57,5.11
Residential,1.18,3.25,8.59,3.44,0.5,-1.04,289513.21,4898.48,860.65,0.14,16.1,6.21
Residential,-0.67,-2.08,5.53,8.72,1.58,8.96,-347685.59,145.93,-3982.53,-0.06,7.02,14.25
Residential,0.11,3.69,0.81,-23.06,-1.41,8.96,774517.82,-3257.9,4990.43,-0.03,19.12,5.23
Residential,1.18,3.15,-4.38,-4.58,-0.62,-1.04,-23623.88,1721.82,3247.32,-0.2,7.7,12.98
Residential,1.1,-2.02,1.75,-28.75,2.49,-1.04,-284354.52,2243.55,-990.27,-0.08,3.93,25.45
Residential,-1.25,2.14,3.84,-4.53,1.86,-1.04,79256.55,-135.05,715.59,0.17,8.97,11.15
Residential,0.98,2.33,-5.48,19.96,-0.2,-1.04,383095.85,-2315.22,3770.87,-0.11,12.24,8.17
Residential,1.09,-4.23,9.5,-0.31,-1.48,-1.04,-369214.91,-3184.56,-3843.27,-0.1,7.56,13.23
Residential,0.47,-2.3,10.83,-33.63,0.12,-1.04,-123936.87,-3402.15,-1251.05,-0.18,9.32,10.73
Residential,0.43,-3.14,14.87,-10.09,2.39,-1.04,-138765.75,1811.07,-1568.36,0.14,8.05,12.43
Residential,0.63,3.69,1.38,-2.55,-1.47,-1.04,79801.65,-499.45,8853.09,0.11,6.53,15.32
Residential,1.01,0.32,-2.15,-22.2,-0.0,8.96,68060.22,1467.5,-697.2,-0.03,15.15,6.6
Residential,1.0,4.05,9.18,15.71,0.22,8.96,84805.21,4108.29,585.73,-0.08,12.66,7.9
Residential,-0.53,-0.68,-10.05,7.95,-1.0,8.96,-152284.97,-2082.6,-3864.13,-0.0,24.04,4.16
Residential,-0.42,2.18,-0.51,26.63,-1.0,-1.04,354569.9,-154.07,3090.09,-0.13,15.02,6.66
Residential,-0.44,-2.69,2.99,24.65,0.53,8.96,-217005.53,2996.73,-3930.44,0.05,21.23,4.71
Residential,-0.11,-1.81,6.8,4.3,1.49,-1.04,-38126.97,2618.51,-1972.55,-0.18,13.44,7.44
Residential,0.97,1.33,16.1,14.74,2.26,-1.04,165335.99,-1543.05,5190.57,-0.15,5.87,17.05
Residential,0.45,1.45,-6.87,-6.59,-1.04,-11.04,-57137.92,-46.95,7386.02,0.15,5.07,19.73
Residential,-0.24,-1.57,-4.59,-8.21,-0.76,8.96,-131102.32,3355.9,-1945.75,-0.12,16.16,6.19
Residential,1.11,3.39,4.91,6.28,2.58,-1.04,272808.89,1265.6,8326.04,-0.04,5.3,18.88
Residential,-0.31,-0.0,4.8,-9.21,1.51,8.96,-89914.62,1684.88,1020.65,-0.03,6.38,15.68
Residential,0.96,-0.72,-2.47,-18.71,0.77,8.96,-177674.97,-86.87,-545.68,-0.01,6.78,14.74
Residential,-0.32,1.97,8.6,1.64,2.58,-11.04,97328.55,1285.25,293.05,0.12,9.31,10.74
Residential,0.16,-0.0,6.4,12.69,1.0,-11.04,74421.07,-1894.68,645.37,0.17,9.72,10.29
Residential,0.82,-3.21,1.28,-26.05,1.93,-11.04,-275553.15,754.87,-3179.88,-0.08,7.75,12.91
Residential,0.57,4.55,-2.65,6.12,0.35,-1.04,186835.83,1141.76,712.26,-0.12,13.5,7.41
Residential,1.11,-0.78,-2.6,-32.01,-0.25,-11.04,-118651.45,-2598.07,-653.87,0.09,9.12,10.96
Residential,-0.26,2.73,-0.55,20.55,2.69,8.96,-83239.15,-1786.96,-2078.58,-0.13,9.39,10.65
Residential,1.01,-4.7,15.24,-30.65,0.74,8.96,-419065.4,624.87,-5509.86,-0.09,24.15,4.14
Residential,0.65,-4.3,3.7,-27.11,-0.9,-11.04,-391242.87,-2718.89,-3817.99,0.05,6.46,15.47
Residential,-0.96,2.08,-14.33,21.72,-1.37,-1.04,528306.27,1602.14,2055.22,0.03,23.04,4.34
Residential,0.1,2.84,-1.77,-27.73,1.82,8.96,138176.59,3980.65,-2059.82,0.08,19.34,5.17
Residential,-1.04,4.52,-10.63,-9.12,-0.01,8.96,921995.53,-1705.08,4438.57,-0.02,18.35,5.45
Residential,0.76,-4.95,16.48,3.68,-1.59,-11.04,-403655.89,156.44,-5820.78,-0.0,25.0,0.0
Residential,-0.46,-2.69,-0.58,-6.73,2.42,-11.04,-273906.39,-712.64,-3316.76,0.19,7.27,13.75
Residential,0.62,-4.38,6.57,11.0,1.52,-1.04,-300307.92,-1566.4,-4403.68,0.18,11.21,8.92
Residential,0.18,4.93,-6.8,31.55,2.29,8.96,353542.68,1587.96,3838.28,-0.09,8.9,11.23
Residential,0.02,-2.7,4.62,-17.74,-2.64,-11.04,-319005.46,-700.45,-1905.68,-0.04,9.17,10.9
Residential,1.2,-0.02,13.25,30.53,1.52,-1.04,-190135.89,-2383.19,-93.36,-0.04,5.18,19.32
Residential,-1.24,-4.19,-12.76,-29.84,-1.09,8.96,-410322.3,-1046.32,-4722.95,0.19,8.76,11.42
Residential,-0.34,4.03,-2.81,9.2,-1.76,-1.04,376765.33,-969.42,4145.88,-0.01,15.65,6.39
Residential,0.02,-1.79,10.47,-34.03,1.47,8.96,-37950.37,2918.43,1352.27,-0.07,7.09,14.1
Residential,1.01,-1.88,-5.62,-23.17,2.34,-1.04,-122192.88,1416.67,-1872.7,-0.05,9.07,11.03
Residential,-0.3,0.38,1.02,17.05,1.66,-1.04,61690.98,-2507.38,-1683.59,0.09,13.09,7.64
Residential,1.06,-4.71,18.56,-33.01,1.67,-1.04,-356461.17,-251.99,-5373.9,0.18,21.1,4.74
Residential,-0.28,3.03,1.14,19.21,0.86,-1.04,447676.32,-1372.98,410.79,-0.03,17.48,5.72
Residential,-0.46,2.69,-0.82,15.87,2.37,-1.04,159719.93,-1459.39,6664.86,-0.17,5.09,19.66
Residential,-0.77,-4.92,-4.99,-23.75,1.63,-1.04,-428754.16,-3315.64,-5688.77,0.08,10.66,9.38
Residential,-0.23,-3.48,-10.08,-31.36,-1.86,8.96,-276517.84,-1752.63,-4636.62,0.09,25.0,3.24
Residential,-0.42,-4.84,-3.94,0.23,2.3,-1.04,-423533.63,-4082.3,-6068.62,0.1,18.69,5.35
Residential,0.09,4.17,-4.07,-33.51,-1.29,-1.04,943075.64,-1083.5,8073.54,0.12,17.09,5.85
Residential,-0.55,4.69,-1.98,-8.24,-2.73,-1.04,490803.41,3321.32,2908.93,0.19,25.0,3.5
Residential,-0.12,1.99,-0.16,-16.18,-1.58,-1.04,123301.52,-2579.41,1248.6,-0.03,14.41,6.94
Residential,-1.13,-2.78,4.27,-11.68,-1.58,-11.04,-69824.12,689.61,-2720.0,0.02,25.0,3.82
Residential,-0.23,-2.48,-1.98,28.82,1.62,-1.04,-313775.64,-2393.63,-3678.36,-0.03,6.86,14.58
Residential,-0.54,-3.27,-11.89,28.61,-0.77,-1.04,-206167.77,-4284.63,-3052.75,0.01,12.32,8.12
Residential,-0.23,3.08,4.65,-28.88,-1.39,8.96,543713.44,-1311.66,3291.75,0.14,18.98,5.27
Residential,-0.59,-0.7,-9.35,-5.32,-0.8,8.96,-154600.36,2539.09,-1292.52,-0.01,12.2,8.2
Residential,-0.98,1.03,-8.31,-19.53,-0.48,-1.04,87191.13,3049.01,-3590.16,0.2,25.0,2.03
Residential,-0.02,3.73,-6.51,-21.83,2.27,-11.04,228314.07,-987.28,-379.97,0.01,12.8,7.81
Residential,-0.64,0.29,-1.17,30.34,1.69,8.96,-159616.0,-3710.69,-1180.96,0.17,6.65,15.04
Residential,-0.33,-0.79,-13.79,28.24,1.77,-11.04,-121869.32,1767.24,-2889.44,-0.15,13.39,7.47
Residential,-0.93,-0.66,2.1,-5.3,-0.34,-11.04,-129036.34,-2890.13,-1384.68,0.11,10.28,9.73
Residential,-0.73,0.4,0.4,7.6,1.99,-1.04,77133.64,1883.18,193.4,-0.13,9.89,10.11
